cache_size,block_size,associativity,lru_fifo,num_lines,hits,misses,replacements,hit_rate,num_requests
32768,128,4,lru,256,441560,74123,73867,0.856262,515683
32768,128,8,lru,256,466248,49435,49179,0.904137,515683
32768,128,16,lru,256,487124,28559,28303,0.944619,515683
32768,128,32,lru,256,500745,14938,14682,0.971033,515683
32768,128,64,lru,256,507638,8045,7789,0.984399,515683
32768,128,128,lru,256,511248,4435,4179,0.9914,515683
32768,128,256,lru,256,513209,2474,2218,0.995202,515683
32768,256,1,lru,128,361250,154433,154305,0.700527,515683
32768,256,2,lru,128,434774,80909,80781,0.843103,515683
32768,256,4,lru,128,474240,41443,41315,0.919635,515683
32768,256,8,lru,128,496072,19611,19483,0.961971,515683
32768,256,16,lru,128,505710,9973,9845,0.980661,515683
32768,256,32,lru,128,510297,5386,5258,0.989556,515683
32768,256,64,lru,128,512511,3172,3044,0.993849,515683
32768,256,128,lru,128,513861,1822,1694,0.996467,515683
32768,512,1,lru,64,403626,112057,111993,0.782702,515683
32768,512,2,lru,64,468811,46872,46808,0.909107,515683
32768,512,4,lru,64,493710,21973,21909,0.95739,515683
32768,512,8,lru,64,506287,9396,9332,0.98178,515683
32768,512,16,lru,64,510792,4891,4827,0.990515,515683
32768,512,32,lru,64,512955,2728,2664,0.99471,515683
32768,512,64,lru,64,513995,1688,1624,0.996727,515683
32768,1024,1,lru,32,437420,78263,78231,0.848234,515683
32768,1024,2,lru,32,475423,40260,40228,0.921929,515683
32768,1024,4,lru,32,497213,18470,18438,0.964183,515683
32768,1024,8,lru,32,506576,9107,9075,0.98234,515683
32768,1024,16,lru,32,510848,4835,4803,0.990624,515683
32768,1024,32,lru,32,513433,2250,2218,0.995637,515683
32768,2048,1,lru,16,448134,67549,67533,0.869011,515683
32768,2048,2,lru,16,482620,33063,33047,0.935885,515683
32768,2048,4,lru,16,499120,16563,16547,0.967881,515683
32768,2048,8,lru,16,505443,10240,10224,0.980143,515683
32768,2048,16,lru,16,508395,7288,7272,0.985867,515683
32768,4096,1,lru,8,452424,63259,63251,0.87733,515683
32768,4096,2,lru,8,480743,34940,34932,0.932245,515683
32768,4096,4,lru,8,490823,24860,24852,0.951792,515683
32768,4096,8,lru,8,492656,23027,23019,0.955347,515683
65536,4,1,lru,16384,28549,487134,487130,0.0553615,515683
65536,4,2,lru,16384,55331,460352,460344,0.107297,515683
65536,4,4,lru,16384,77765,437918,437902,0.1508,515683
65536,4,8,lru,16384,127244,388439,388407,0.246748,515683
65536,4,16,lru,16384,230703,284980,284916,0.447374,515683
65536,4,32,lru,16384,382822,132861,132733,0.742359,515683
65536,4,64,lru,16384,435220,80463,80207,0.843968,515683
65536,4,128,lru,16384,459598,56085,55573,0.891241,515683
65536,4,256,lru,16384,471842,43841,42817,0.914985,515683
65536,8,1,lru,8192,35206,480477,480469,0.0682706,515683
65536,8,2,lru,8192,66519,449164,449148,0.128992,515683
65536,8,4,lru,8192,92341,423342,423310,0.179065,515683
65536,8,8,lru,8192,142313,373370,373306,0.27597,515683
65536,8,16,lru,8192,246202,269481,269353,0.477429,515683
65536,8,32,lru,8192,396117,119566,119310,0.76814,515683
65536,8,64,lru,8192,443034,72649,72137,0.859121,515683
65536,8,128,lru,8192,464776,50907,49883,0.901282,515683
65536,8,256,lru,8192,473808,41875,39827,0.918797,515683
65536,16,1,lru,4096,61817,453866,453850,0.119874,515683
65536,16,2,lru,4096,94130,421553,421521,0.182535,515683
65536,16,4,lru,4096,144303,371380,371316,0.279829,515683
65536,16,8,lru,4096,246429,269254,269126,0.477869,515683
65536,16,16,lru,4096,396391,119292,119036,0.768672,515683
65536,16,32,lru,4096,442464,73219,72707,0.858015,515683
65536,16,64,lru,4096,464844,50839,49815,0.901414,515683
65536,16,128,lru,4096,473687,41996,39948,0.918562,515683
65536,16,256,lru,4096,475920,39763,35922,0.922893,515683
65536,32,1,lru,2048,92775,422908,422876,0.179907,515683
65536,32,2,lru,2048,154577,361106,361042,0.299752,515683
65536,32,4,lru,2048,261503,254180,254052,0.5071,515683
65536,32,8,lru,2048,388151,127532,127276,0.752693,515683
65536,32,16,lru,2048,441994,73689,73177,0.857104,515683
65536,32,32,lru,2048,464499,51184,50160,0.900745,515683
65536,32,64,lru,2048,473686,41997,39949,0.91856,515683
65536,32,128,lru,2048,478101,37582,35597,0.927122,515683
65536,32,256,lru,2048,481520,34163,32115,0.933752,515683
65536,64,1,lru,1024,155275,360408,360344,0.301106,515683
65536,64,2,lru,1024,271519,244164,244036,0.526523,515683
65536,64,4,lru,1024,388421,127262,127006,0.753217,515683
65536,64,8,lru,1024,441493,74190,73678,0.856133,515683
65536,64,16,lru,1024,464071,51612,50588,0.899915,515683
65536,64,32,lru,1024,475673,40010,38986,0.922414,515683
65536,64,64,lru,1024,479116,36567,35543,0.92909,515683
65536,64,128,lru,1024,492281,23402,22378,0.954619,515683
65536,64,256,lru,1024,503268,12415,11391,0.975925,515683
65536,128,1,lru,512,264096,251587,251459,0.512129,515683
65536,128,2,lru,512,375633,140050,139794,0.728418,515683
65536,128,4,lru,512,439618,76065,75553,0.852497,515683
65536,128,8,lru,512,465294,50389,49877,0.902287,515683
65536,128,16,lru,512,476523,39160,38648,0.924062,515683
65536,128,32,lru,512,489885,25798,25286,0.949973,515683
65536,128,64,lru,512,502361,13322,12810,0.974166,515683
65536,128,128,lru,512,508573,7110,6598,0.986212,515683
65536,128,256,lru,512,511814,3869,3357,0.992497,515683
65536,256,1,lru,256,359615,156068,155812,0.697357,515683
65536,256,2,lru,256,433933,81750,81494,0.841472,515683
65536,256,4,lru,256,464899,50784,50528,0.901521,515683
65536,256,8,lru,256,486655,29028,28772,0.94371,515683
65536,256,16,lru,256,500583,15100,14844,0.970718,515683
65536,256,32,lru,256,507622,8061,7805,0.984368,515683
65536,256,64,lru,256,511238,4445,4189,0.99138,515683
65536,256,128,lru,256,513193,2490,2234,0.995171,515683
65536,256,256,lru,256,514263,1420,1164,0.997246,515683
65536,512,1,lru,128,398082,117601,117473,0.771951,515683
65536,512,2,lru,128,463410,52273,52145,0.898633,515683
65536,512,4,lru,128,494201,21482,21354,0.958343,515683
65536,512,8,lru,128,505240,10443,10315,0.979749,515683
65536,512,16,lru,128,510133,5550,5422,0.989238,515683
65536,512,32,lru,128,512509,3174,3046,0.993845,515683
65536,512,64,lru,128,513841,1842,1714,0.996428,515683
65536,512,128,lru,128,514618,1065,937,0.997935,515683
65536,1024,1,lru,64,433961,81722,81658,0.841527,515683
65536,1024,2,lru,64,480917,34766,34702,0.932583,515683
65536,1024,4,lru,64,501926,13757,13693,0.973323,515683
65536,1024,8,lru,64,510557,5126,5062,0.99006,515683
65536,1024,16,lru,64,512899,2784,2720,0.994601,515683
65536,1024,32,lru,64,513991,1692,1628,0.996719,515683
65536,1024,64,lru,64,514710,973,909,0.998113,515683
65536,2048,1,lru,32,458735,56948,56916,0.889568,515683
65536,2048,2,lru,32,494237,21446,21414,0.958412,515683
65536,2048,4,lru,32,505318,10365,10333,0.9799,515683
65536,2048,8,lru,32,510414,5269,5237,0.989783,515683
65536,2048,16,lru,32,513040,2643,2611,0.994875,515683
65536,2048,32,lru,32,514436,1247,1215,0.997582,515683
65536,4096,1,lru,16,468290,47393,47377,0.908097,515683
65536,4096,2,lru,16,493000,22683,22667,0.956014,515683
65536,4096,4,lru,16,502267,13416,13400,0.973984,515683
65536,4096,8,lru,16,508119,7564,7548,0.985332,515683
65536,4096,16,lru,16,509511,6172,6156,0.988031,515683
131072,4,1,lru,32768,28549,487134,487130,0.0553615,515683
131072,4,2,lru,32768,55331,460352,460344,0.107297,515683
131072,4,4,lru,32768,77765,437918,437902,0.1508,515683
131072,4,8,lru,32768,127244,388439,388407,0.246748,515683
131072,4,16,lru,32768,230703,284980,284916,0.447374,515683
131072,4,32,lru,32768,382822,132861,132733,0.742359,515683
131072,4,64,lru,32768,435220,80463,80207,0.843968,515683
131072,4,128,lru,32768,459598,56085,55573,0.891241,515683
131072,4,256,lru,32768,471842,43841,42817,0.914985,515683
131072,8,1,lru,16384,35206,480477,480469,0.0682706,515683
131072,8,2,lru,16384,66519,449164,449148,0.128992,515683
131072,8,4,lru,16384,92341,423342,423310,0.179065,515683
131072,8,8,lru,16384,142313,373370,373306,0.27597,515683
131072,8,16,lru,16384,246202,269481,269353,0.477429,515683
131072,8,32,lru,16384,396117,119566,119310,0.76814,515683
131072,8,64,lru,16384,443034,72649,72137,0.859121,515683
131072,8,128,lru,16384,464776,50907,49883,0.901282,515683
131072,8,256,lru,16384,473808,41875,39827,0.918797,515683
131072,16,1,lru,8192,61817,453866,453850,0.119874,515683
131072,16,2,lru,8192,94130,421553,421521,0.182535,515683
131072,16,4,lru,8192,144303,371380,371316,0.279829,515683
131072,16,8,lru,8192,246429,269254,269126,0.477869,515683
131072,16,16,lru,8192,396391,119292,119036,0.768672,515683
131072,16,32,lru,8192,442464,73219,72707,0.858015,515683
131072,16,64,lru,8192,464844,50839,49815,0.901414,515683
131072,16,128,lru,8192,473687,41996,39948,0.918562,515683
131072,16,256,lru,8192,475920,39763,35922,0.922893,515683
131072,32,1,lru,4096,92775,422908,422876,0.179907,515683
131072,32,2,lru,4096,154577,361106,361042,0.299752,515683
131072,32,4,lru,4096,261503,254180,254052,0.5071,515683
131072,32,8,lru,4096,388151,127532,127276,0.752693,515683
131072,32,16,lru,4096,441994,73689,73177,0.857104,515683
131072,32,32,lru,4096,464499,51184,50160,0.900745,515683
131072,32,64,lru,4096,473686,41997,39949,0.91856,515683
131072,32,128,lru,4096,475932,39751,36071,0.922916,515683
131072,32,256,lru,4096,480450,35233,31977,0.931677,515683
131072,64,1,lru,2048,155275,360408,360344,0.301106,515683
131072,64,2,lru,2048,271519,244164,244036,0.526523,515683
131072,64,4,lru,2048,388421,127262,127006,0.753217,515683
131072,64,8,lru,2048,441493,74190,73678,0.856133,515683
131072,64,16,lru,2048,464071,51612,50588,0.899915,515683
131072,64,32,lru,2048,473534,42149,40101,0.918266,515683
131072,64,64,lru,2048,478059,37624,35640,0.92704,515683
131072,64,128,lru,2048,481511,34172,32124,0.933734,515683
131072,64,256,lru,2048,493288,22395,20347,0.956572,515683
131072,128,1,lru,1024,264096,251587,251459,0.512129,515683
131072,128,2,lru,1024,375633,140050,139794,0.728418,515683
131072,128,4,lru,1024,439618,76065,75553,0.852497,515683
131072,128,8,lru,1024,463265,52418,51394,0.898352,515683
131072,128,16,lru,1024,475500,40183,39159,0.922078,515683
131072,128,32,lru,1024,479146,36537,35513,0.929148,515683
131072,128,64,lru,1024,492276,23407,22383,0.95461,515683
131072,128,128,lru,1024,503260,12423,11399,0.97591,515683
131072,128,256,lru,1024,509075,6608,5584,0.987186,515683
131072,256,1,lru,512,359615,156068,155812,0.697357,515683
131072,256,2,lru,512,432073,83610,83098,0.837866,515683
131072,256,4,lru,512,463960,51723,51211,0.8997,515683
131072,256,8,lru,512,476154,39529,39017,0.923346,515683
131072,256,16,lru,512,489857,25826,25314,0.949919,515683
131072,256,32,lru,512,502332,13351,12839,0.97411,515683
131072,256,64,lru,512,508559,7124,6612,0.986185,515683
131072,256,128,lru,512,511813,3870,3358,0.992495,515683
131072,256,256,lru,512,513501,2182,1670,0.995769,515683
131072,512,1,lru,256,397546,118137,117881,0.770912,515683
131072,512,2,lru,256,455136,60547,60291,0.882589,515683
131072,512,4,lru,256,485248,30435,30179,0.940981,515683
131072,512,8,lru,256,500282,15401,15145,0.970135,515683
131072,512,16,lru,256,507565,8118,7862,0.984258,515683
131072,512,32,lru,256,511216,4467,4211,0.991338,515683
131072,512,64,lru,256,513190,2493,2237,0.995166,515683
131072,512,128,lru,256,514268,1415,1159,0.997256,515683
131072,512,256,lru,256,514817,866,610,0.998321,515683
131072,1024,1,lru,128,423688,91995,91867,0.821606,515683
131072,1024,2,lru,128,482312,33371,33243,0.935288,515683
131072,1024,4,lru,128,503398,12285,12157,0.976177,515683
131072,1024,8,lru,128,509980,5703,5575,0.988941,515683
131072,1024,16,lru,128,512504,3179,3051,0.993835,515683
131072,1024,32,lru,128,513835,1848,1720,0.996416,515683
131072,1024,64,lru,128,514615,1068,940,0.997929,515683
131072,1024,128,lru,128,515037,646,518,0.998747,515683
131072,2048,1,lru,64,463286,52397,52333,0.898393,515683
131072,2048,2,lru,64,499139,16544,16480,0.967918,515683
131072,2048,4,lru,64,509583,6100,6036,0.988171,515683
131072,2048,8,lru,64,512593,3090,3026,0.994008,515683
131072,2048,16,lru,64,513960,1723,1659,0.996659,515683
131072,2048,32,lru,64,514694,989,925,0.998082,515683
131072,2048,64,lru,64,515087,596,532,0.998844,515683
131072,4096,1,lru,32,479158,36525,36493,0.929172,515683
131072,4096,2,lru,32,499996,15687,15655,0.96958,515683
131072,4096,4,lru,32,509057,6626,6594,0.987151,515683
131072,4096,8,lru,32,512756,2927,2895,0.994324,515683
131072,4096,16,lru,32,514439,1244,1212,0.997588,515683
131072,4096,32,lru,32,514947,736,704,0.998573,515683
262144,4,1,lru,65536,28549,487134,487130,0.0553615,515683
262144,4,2,lru,65536,55331,460352,460344,0.107297,515683
262144,4,4,lru,65536,77765,437918,437902,0.1508,515683
262144,4,8,lru,65536,127244,388439,388407,0.246748,515683
262144,4,16,lru,65536,230703,284980,284916,0.447374,515683
262144,4,32,lru,65536,382822,132861,132733,0.742359,515683
262144,4,64,lru,65536,435220,80463,80207,0.843968,515683
262144,4,128,lru,65536,459598,56085,55573,0.891241,515683
262144,4,256,lru,65536,471842,43841,42817,0.914985,515683
262144,8,1,lru,32768,35206,480477,480469,0.0682706,515683
262144,8,2,lru,32768,66519,449164,449148,0.128992,515683
262144,8,4,lru,32768,92341,423342,423310,0.179065,515683
262144,8,8,lru,32768,142313,373370,373306,0.27597,515683
262144,8,16,lru,32768,246202,269481,269353,0.477429,515683
262144,8,32,lru,32768,396117,119566,119310,0.76814,515683
262144,8,64,lru,32768,443034,72649,72137,0.859121,515683
262144,8,128,lru,32768,464776,50907,49883,0.901282,515683
262144,8,256,lru,32768,473808,41875,39827,0.918797,515683
262144,16,1,lru,16384,61817,453866,453850,0.119874,515683
262144,16,2,lru,16384,94130,421553,421521,0.182535,515683
262144,16,4,lru,16384,144303,371380,371316,0.279829,515683
262144,16,8,lru,16384,246429,269254,269126,0.477869,515683
262144,16,16,lru,16384,396391,119292,119036,0.768672,515683
262144,16,32,lru,16384,442464,73219,72707,0.858015,515683
262144,16,64,lru,16384,464844,50839,49815,0.901414,515683
262144,16,128,lru,16384,473687,41996,39948,0.918562,515683
262144,16,256,lru,16384,475920,39763,35922,0.922893,515683
262144,32,1,lru,8192,92775,422908,422876,0.179907,515683
262144,32,2,lru,8192,154577,361106,361042,0.299752,515683
262144,32,4,lru,8192,261503,254180,254052,0.5071,515683
262144,32,8,lru,8192,388151,127532,127276,0.752693,515683
262144,32,16,lru,8192,441994,73689,73177,0.857104,515683
262144,32,32,lru,8192,464499,51184,50160,0.900745,515683
262144,32,64,lru,8192,473686,41997,39949,0.91856,515683
262144,32,128,lru,8192,475932,39751,36071,0.922916,515683
262144,32,256,lru,8192,478268,37415,31886,0.927446,515683
262144,64,1,lru,4096,155275,360408,360344,0.301106,515683
262144,64,2,lru,4096,271519,244164,244036,0.526523,515683
262144,64,4,lru,4096,388421,127262,127006,0.753217,515683
262144,64,8,lru,4096,441493,74190,73678,0.856133,515683
262144,64,16,lru,4096,464071,51612,50588,0.899915,515683
262144,64,32,lru,4096,473534,42149,40101,0.918266,515683
262144,64,64,lru,4096,475892,39791,36114,0.922838,515683
262144,64,128,lru,4096,480445,35238,31985,0.931667,515683
262144,64,256,lru,4096,482525,33158,29062,0.935701,515683
262144,128,1,lru,2048,264096,251587,251459,0.512129,515683
262144,128,2,lru,2048,375633,140050,139794,0.728418,515683
262144,128,4,lru,2048,439618,76065,75553,0.852497,515683
262144,128,8,lru,2048,463265,52418,51394,0.898352,515683
262144,128,16,lru,2048,473371,42312,40264,0.91795,515683
262144,128,32,lru,2048,478091,37592,35614,0.927103,515683
262144,128,64,lru,2048,481500,34183,32135,0.933713,515683
262144,128,128,lru,2048,493272,22411,20363,0.956541,515683
262144,128,256,lru,2048,503835,11848,9800,0.977025,515683
262144,256,1,lru,1024,359615,156068,155812,0.697357,515683
262144,256,2,lru,1024,432073,83610,83098,0.837866,515683
262144,256,4,lru,1024,461899,53784,52760,0.895703,515683
262144,256,8,lru,1024,475130,40553,39529,0.921361,515683
262144,256,16,lru,1024,479118,36565,35541,0.929094,515683
262144,256,32,lru,1024,492280,23403,22379,0.954617,515683
262144,256,64,lru,1024,503263,12420,11396,0.975915,515683
262144,256,128,lru,1024,509079,6604,5580,0.987194,515683
262144,256,256,lru,1024,512063,3620,2596,0.99298,515683
262144,512,1,lru,512,395661,120022,119510,0.767256,515683
262144,512,2,lru,512,454203,61480,60968,0.880779,515683
262144,512,4,lru,512,474941,40742,40230,0.920994,515683
262144,512,8,lru,512,489812,25871,25359,0.949832,515683
262144,512,16,lru,512,502309,13374,12862,0.974065,515683
262144,512,32,lru,512,508522,7161,6649,0.986114,515683
262144,512,64,lru,512,511793,3890,3378,0.992457,515683
262144,512,128,lru,512,513504,2179,1667,0.995775,515683
262144,512,256,lru,512,514395,1288,776,0.997502,515683
262144,1024,1,lru,256,417298,98385,98129,0.809214,515683
262144,1024,2,lru,256,476251,39432,39176,0.923534,515683
262144,1024,4,lru,256,499625,16058,15802,0.968861,515683
262144,1024,8,lru,256,507493,8190,7934,0.984118,515683
262144,1024,16,lru,256,511215,4468,4212,0.991336,515683
262144,1024,32,lru,256,513186,2497,2241,0.995158,515683
262144,1024,64,lru,256,514264,1419,1163,0.997248,515683
262144,1024,128,lru,256,514818,865,609,0.998323,515683
262144,1024,256,lru,256,515114,569,313,0.998897,515683
262144,2048,1,lru,128,459400,56283,56155,0.890857,515683
262144,2048,2,lru,128,499165,16518,16390,0.967969,515683
262144,2048,4,lru,128,509502,6181,6053,0.988014,515683
262144,2048,8,lru,128,512478,3205,3077,0.993785,515683
262144,2048,16,lru,128,513817,1866,1738,0.996382,515683
262144,2048,32,lru,128,514604,1079,951,0.997908,515683
262144,2048,64,lru,128,515038,645,517,0.998749,515683
262144,2048,128,lru,128,515222,461,333,0.999106,515683
262144,4096,1,lru,64,488882,26801,26737,0.948028,515683
262144,4096,2,lru,64,506210,9473,9409,0.98163,515683
262144,4096,4,lru,64,511384,4299,4235,0.991663,515683
262144,4096,8,lru,64,513871,1812,1748,0.996486,515683
262144,4096,16,lru,64,514708,975,911,0.998109,515683
262144,4096,32,lru,64,515091,592,528,0.998852,515683
262144,4096,64,lru,64,515274,409,345,0.999207,515683
524288,4,1,lru,131072,28549,487134,487130,0.0553615,515683
524288,4,2,lru,131072,55331,460352,460344,0.107297,515683
524288,4,4,lru,131072,77765,437918,437902,0.1508,515683
524288,4,8,lru,131072,127244,388439,388407,0.246748,515683
524288,4,16,lru,131072,230703,284980,284916,0.447374,515683
524288,4,32,lru,131072,382822,132861,132733,0.742359,515683
524288,4,64,lru,131072,435220,80463,80207,0.843968,515683
524288,4,128,lru,131072,459598,56085,55573,0.891241,515683
524288,4,256,lru,131072,471842,43841,42817,0.914985,515683
524288,8,1,lru,65536,35206,480477,480469,0.0682706,515683
524288,8,2,lru,65536,66519,449164,449148,0.128992,515683
524288,8,4,lru,65536,92341,423342,423310,0.179065,515683
524288,8,8,lru,65536,142313,373370,373306,0.27597,515683
524288,8,16,lru,65536,246202,269481,269353,0.477429,515683
524288,8,32,lru,65536,396117,119566,119310,0.76814,515683
524288,8,64,lru,65536,443034,72649,72137,0.859121,515683
524288,8,128,lru,65536,464776,50907,49883,0.901282,515683
524288,8,256,lru,65536,473808,41875,39827,0.918797,515683
524288,16,1,lru,32768,61817,453866,453850,0.119874,515683
524288,16,2,lru,32768,94130,421553,421521,0.182535,515683
524288,16,4,lru,32768,144303,371380,371316,0.279829,515683
524288,16,8,lru,32768,246429,269254,269126,0.477869,515683
524288,16,16,lru,32768,396391,119292,119036,0.768672,515683
524288,16,32,lru,32768,442464,73219,72707,0.858015,515683
524288,16,64,lru,32768,464844,50839,49815,0.901414,515683
524288,16,128,lru,32768,473687,41996,39948,0.918562,515683
524288,16,256,lru,32768,475920,39763,35922,0.922893,515683
524288,32,1,lru,16384,92775,422908,422876,0.179907,515683
524288,32,2,lru,16384,154577,361106,361042,0.299752,515683
524288,32,4,lru,16384,261503,254180,254052,0.5071,515683
524288,32,8,lru,16384,388151,127532,127276,0.752693,515683
524288,32,16,lru,16384,441994,73689,73177,0.857104,515683
524288,32,32,lru,16384,464499,51184,50160,0.900745,515683
524288,32,64,lru,16384,473686,41997,39949,0.91856,515683
524288,32,128,lru,16384,475932,39751,36071,0.922916,515683
524288,32,256,lru,16384,478268,37415,31886,0.927446,515683
524288,64,1,lru,8192,155275,360408,360344,0.301106,515683
524288,64,2,lru,8192,271519,244164,244036,0.526523,515683
524288,64,4,lru,8192,388421,127262,127006,0.753217,515683
524288,64,8,lru,8192,441493,74190,73678,0.856133,515683
524288,64,16,lru,8192,464071,51612,50588,0.899915,515683
524288,64,32,lru,8192,473534,42149,40101,0.918266,515683
524288,64,64,lru,8192,475892,39791,36114,0.922838,515683
524288,64,128,lru,8192,478263,37420,31891,0.927436,515683
524288,64,256,lru,8192,481446,34237,28933,0.933608,515683
524288,128,1,lru,4096,264096,251587,251459,0.512129,515683
524288,128,2,lru,4096,375633,140050,139794,0.728418,515683
524288,128,4,lru,4096,439618,76065,75553,0.852497,515683
524288,128,8,lru,4096,463265,52418,51394,0.898352,515683
524288,128,16,lru,4096,473371,42312,40264,0.91795,515683
524288,128,32,lru,4096,475926,39757,36085,0.922904,515683
524288,128,64,lru,4096,480433,35250,31999,0.931644,515683
524288,128,128,lru,4096,482522,33161,29065,0.935695,515683
524288,128,256,lru,4096,493899,21784,17688,0.957757,515683
524288,256,1,lru,2048,359615,156068,155812,0.697357,515683
524288,256,2,lru,2048,432073,83610,83098,0.837866,515683
524288,256,4,lru,2048,461899,53784,52760,0.895703,515683
524288,256,8,lru,2048,473011,42672,40627,0.917251,515683
524288,256,16,lru,2048,478067,37616,35647,0.927056,515683
524288,256,32,lru,2048,481513,34170,32122,0.933738,515683
524288,256,64,lru,2048,493269,22414,20366,0.956535,515683
524288,256,128,lru,2048,503836,11847,9799,0.977027,515683
524288,256,256,lru,2048,509376,6307,4259,0.98777,515683
524288,512,1,lru,1024,395661,120022,119510,0.767256,515683
524288,512,2,lru,1024,452259,63424,62400,0.87701,515683
524288,512,4,lru,1024,473934,41749,40731,0.919041,515683
524288,512,8,lru,1024,479118,36565,35541,0.929094,515683
524288,512,16,lru,1024,492247,23436,22412,0.954553,515683
524288,512,32,lru,1024,503219,12464,11440,0.97583,515683
524288,512,64,lru,1024,509082,6601,5577,0.987199,515683
524288,512,128,lru,1024,512065,3618,2594,0.992984,515683
524288,512,256,lru,1024,513635,2048,1024,0.996029,515683
524288,1024,1,lru,512,416624,99059,98555,0.807907,515683
524288,1024,2,lru,512,467321,48362,47850,0.906218,515683
524288,1024,4,lru,512,489580,26103,25591,0.949382,515683
524288,1024,8,lru,512,502288,13395,12883,0.974025,515683
524288,1024,16,lru,512,508525,7158,6646,0.986119,515683
524288,1024,32,lru,512,511791,3892,3380,0.992453,515683
524288,1024,64,lru,512,513504,2179,1667,0.995775,515683
524288,1024,128,lru,512,514395,1288,776,0.997502,515683
524288,1024,256,lru,512,514876,807,295,0.998435,515683
524288,2048,1,lru,256,450046,65637,65381,0.872718,515683
524288,2048,2,lru,256,496136,19547,19291,0.962095,515683
524288,2048,4,lru,256,507179,8504,8248,0.983509,515683
524288,2048,8,lru,256,511178,4505,4249,0.991264,515683
524288,2048,16,lru,256,513178,2505,2249,0.995142,515683
524288,2048,32,lru,256,514251,1432,1176,0.997223,515683
524288,2048,64,lru,256,514811,872,616,0.998309,515683
524288,2048,128,lru,256,515114,569,313,0.998897,515683
524288,2048,256,lru,256,515275,408,152,0.999209,515683
524288,4096,1,lru,128,489097,26586,26458,0.948445,515683
524288,4096,2,lru,128,507401,8282,8154,0.98394,515683
524288,4096,4,lru,128,512006,3677,3549,0.99287,515683
524288,4096,8,lru,128,513776,1907,1779,0.996302,515683
524288,4096,16,lru,128,514606,1077,949,0.997912,515683
524288,4096,32,lru,128,515027,656,528,0.998728,515683
524288,4096,64,lru,128,515221,462,334,0.999104,515683
524288,4096,128,lru,128,515351,332,204,0.999356,515683
1048576,4,1,lru,262144,28549,487134,487130,0.0553615,515683
1048576,4,2,lru,262144,55331,460352,460344,0.107297,515683
1048576,4,4,lru,262144,77765,437918,437902,0.1508,515683
1048576,4,8,lru,262144,127244,388439,388407,0.246748,515683
1048576,4,16,lru,262144,230703,284980,284916,0.447374,515683
1048576,4,32,lru,262144,382822,132861,132733,0.742359,515683
1048576,4,64,lru,262144,435220,80463,80207,0.843968,515683
1048576,4,128,lru,262144,459598,56085,55573,0.891241,515683
1048576,4,256,lru,262144,471842,43841,42817,0.914985,515683
1048576,8,1,lru,131072,35206,480477,480469,0.0682706,515683
1048576,8,2,lru,131072,66519,449164,449148,0.128992,515683
1048576,8,4,lru,131072,92341,423342,423310,0.179065,515683
1048576,8,8,lru,131072,142313,373370,373306,0.27597,515683
1048576,8,16,lru,131072,246202,269481,269353,0.477429,515683
1048576,8,32,lru,131072,396117,119566,119310,0.76814,515683
1048576,8,64,lru,131072,443034,72649,72137,0.859121,515683
1048576,8,128,lru,131072,464776,50907,49883,0.901282,515683
1048576,8,256,lru,131072,473808,41875,39827,0.918797,515683
1048576,16,1,lru,65536,61817,453866,453850,0.119874,515683
1048576,16,2,lru,65536,94130,421553,421521,0.182535,515683
1048576,16,4,lru,65536,144303,371380,371316,0.279829,515683
1048576,16,8,lru,65536,246429,269254,269126,0.477869,515683
1048576,16,16,lru,65536,396391,119292,119036,0.768672,515683
1048576,16,32,lru,65536,442464,73219,72707,0.858015,515683
1048576,16,64,lru,65536,464844,50839,49815,0.901414,515683
1048576,16,128,lru,65536,473687,41996,39948,0.918562,515683
1048576,16,256,lru,65536,475920,39763,35922,0.922893,515683
1048576,32,1,lru,32768,92775,422908,422876,0.179907,515683
1048576,32,2,lru,32768,154577,361106,361042,0.299752,515683
1048576,32,4,lru,32768,261503,254180,254052,0.5071,515683
1048576,32,8,lru,32768,388151,127532,127276,0.752693,515683
1048576,32,16,lru,32768,441994,73689,73177,0.857104,515683
1048576,32,32,lru,32768,464499,51184,50160,0.900745,515683
1048576,32,64,lru,32768,473686,41997,39949,0.91856,515683
1048576,32,128,lru,32768,475932,39751,36071,0.922916,515683
1048576,32,256,lru,32768,478268,37415,31886,0.927446,515683
1048576,64,1,lru,16384,155275,360408,360344,0.301106,515683
1048576,64,2,lru,16384,271519,244164,244036,0.526523,515683
1048576,64,4,lru,16384,388421,127262,127006,0.753217,515683
1048576,64,8,lru,16384,441493,74190,73678,0.856133,515683
1048576,64,16,lru,16384,464071,51612,50588,0.899915,515683
1048576,64,32,lru,16384,473534,42149,40101,0.918266,515683
1048576,64,64,lru,16384,475892,39791,36114,0.922838,515683
1048576,64,128,lru,16384,478263,37420,31891,0.927436,515683
1048576,64,256,lru,16384,479259,36424,28807,0.929367,515683
1048576,128,1,lru,8192,264096,251587,251459,0.512129,515683
1048576,128,2,lru,8192,375633,140050,139794,0.728418,515683
1048576,128,4,lru,8192,439618,76065,75553,0.852497,515683
1048576,128,8,lru,8192,463265,52418,51394,0.898352,515683
1048576,128,16,lru,8192,473371,42312,40264,0.91795,515683
1048576,128,32,lru,8192,475926,39757,36085,0.922904,515683
1048576,128,64,lru,8192,478257,37426,31901,0.927424,515683
1048576,128,128,lru,8192,481443,34240,28936,0.933603,515683
1048576,128,256,lru,8192,483108,32575,24383,0.936831,515683
